Player,Group_ID,Role,Color_Index
Jay Huff,4,Member,3
Mac McClung,4,Member,3
Collin Gillespie,4,Member,3
Matas Buzelis,4,Member,3
Emanuel Miller,4,Member,3
Spencer Jones,4,Member,3
Tristan Da Silva,4,Member,3
Trey Alexander,4,Member,3
PJ Hall,4,Member,3
Noa Essengue,4,Member,3
DaRon Holmes,4,Member,3
Curtis Jones,4,Member,3
Lachlan Olbrich,4,Member,3
Jase Richardson,4,Member,3
Noah Penda,4,Member,3
Jaren Jackson Jr.,5,Core,4
Jaylen Brown,5,Core,4
Ja Morant,5,Core,4
John Konchar,5,Core,4
Luke Kornet,5,Core,4
Derrick White,5,Member,4
Marcus Smart,5,Member,4
Al Horford,5,Member,4
Xavier Tillman Sr.,5,Member,4
Dillon Brooks,5,Member,4
Payton Pritchard,5,Member,4
Tyus Jones,5,Member,4
Desmond Bane,5,Member,4
Kyle Anderson,5,Member,4
Santi Aldama,5,Member,4
Robert Williams,5,Member,4
Luke Kennard,5,Member,4
Sam Hauser,5,Member,4
Grayson Allen,5,Member,4
Vince Williams Jr.,5,Member,4
Ziaire Williams,5,Member,4
Jake LaRavia,5,Member,4
Neemias Queta,5,Member,4
JD Davison,5,Member,4
Jordan Walsh,5,Member,4
GG Jackson II,5,Member,4
Trey Jemison,5,Member,4
Drew Peterson,5,Member,4
Jaylen Wells,5,Member,4
Zach Edey,5,Member,4
Cam Spencer,5,Member,4
Baylor Scheierman,5,Member,4
Guerschon Yabusele,5,Member,4
Jahmai Mashack,5,Member,4
Javon Small,5,Member,4
Cedric Coward,5,Member,4
Hugo González,5,Member,4
Amari Williams,5,Member,4
Dwight Powell,6,Core,5
Luka Dončić,6,Core,5
Maxi Kleber,6,Core,5
Daniel Gafford,6,Core,5
Cody Martin,6,Core,5
Tim Hardaway Jr.,6,Member,5
Jalen Brunson,6,Member,5
P.J. Washington,6,Member,5
Nick Richards,6,Member,5
LaMelo Ball,6,Member,5
Miles Bridges,6,Member,5
Kristaps Porziņģis,6,Member,5
Jaden Hardy,6,Member,5
Brandon Williams,6,Member,5
Dereck Lively II,6,Member,5
Mark Williams,6,Member,5
Brandon Miller,6,Member,5
Bryce McGowens,6,Member,5
Olivier-Maxence Prosper,6,Member,5
Nick Smith Jr.,6,Member,5
Ryan Dunn,6,Member,5
Oso Ighodaro,6,Member,5
KJ Simpson,6,Member,5
Tidjane Salaün,6,Member,5
Khaman Maluach,6,Member,5
Nigel Hayes-Davis,6,Member,5
Rasheer Fleming,6,Member,5
Koby Brea,6,Member,5
Cooper Flagg,6,Member,5
Sion James,6,Member,5
Kon Knueppel,6,Member,5
Miles Kelly,6,Member,5
Liam McNeeley,6,Member,5
Moussa Cisse,6,Member,5
Ryan Nembhard,6,Member,5
Ryan Kalkbrenner,6,Member,5
Tobias Harris,7,Core,6
Andre Drummond,7,Core,6
Joel Embiid,7,Core,6
Matisse Thybulle,7,Core,6
Jerami Grant,7,Core,6
Tyrese Maxey,7,Member,6
Isaiah Stewart,7,Member,6
Paul Reed,7,Member,6
Cade Cunningham,7,Member,6
Kelly Oubre Jr.,7,Member,6
Shaedon Sharpe,7,Member,6
Jaden Ivey,7,Member,6
Jalen Duren,7,Member,6
Duop Reath,7,Member,6
Toumani Camara,7,Member,6
Rayan Rupert,7,Member,6
Kris Murray,7,Member,6
Simone Fontecchio,7,Member,6
Jabari Walker,7,Member,6
Ausar Thompson,7,Member,6
Isaiah Livers,7,Member,6
Bobi Klintman,7,Member,6
Tolu Smith,7,Member,6
Ron Holland,7,Member,6
Daniss Jenkins,7,Member,6
Justin Edwards,7,Member,6
Jared McCain,7,Member,6
Donovan Clingan,7,Member,6
Adem Bona,7,Member,6
Chaz Lanier,7,Member,6
Johni Broome,7,Member,6
Hunter Sallis,7,Member,6
VJ Edgecombe,7,Member,6
Yang Hansen,7,Member,6
Javonte Cooke,7,Member,6
Caleb Love,7,Member,6
Giannis Antetokounmpo,8,Core,7
Khris Middleton,8,Core,7
Brook Lopez,8,Core,7
Pat Connaughton,8,Core,7
Bobby Portis,8,Core,7
Kyle Kuzma,8,Member,7
Jrue Holiday,8,Member,7
Thanasis Antetokounmpo,8,Member,7
Anthony Gill,8,Member,7
Bradley Beal,8,Member,7
Donte DiVincenzo,8,Member,7
Corey Kispert,8,Member,7
Deni Avdija,8,Member,7
Justin Champagnie,8,Member,7
A.J. Green,8,Member,7
Ryan Rollins,8,Member,7
Kevin Porter Jr.,8,Member,7
Jordan Goodwin,8,Member,7
Bilal Coulibaly,8,Member,7
Tristan Vukcevic,8,Member,7
Andre Jackson Jr.,8,Member,7
Jamaree Bouyea,8,Member,7
AJ Johnson,8,Member,7
Pete Nance,8,Member,7
Chris Livingston,8,Member,7
Bub Carrington,8,Member,7
Kyshawn George,8,Member,7
Alex Sarr,8,Member,7
Sharife Cooper,8,Member,7
Will Riley,8,Member,7
Jamir Watkins,8,Member,7
Tre Johnson,8,Member,7
Mark Sears,8,Member,7
Domantas Sabonis,9,Core,8
Keldon Johnson,9,Core,8
Doug McDermott,9,Core,8
Devin Vassell,9,Core,8
Tre Jones,9,Core,8
Malik Monk,9,Member,8
Julian Champagnie,9,Member,8
Sandro Mamukelashvili,9,Member,8
Jeremy Sochan,9,Member,8
Charles Bassey,9,Member,8
Blake Wesley,9,Member,8
Malaki Branham,9,Member,8
Keegan Murray,9,Member,8
Keon Ellis,9,Member,8
Sidy Cissoko,9,Member,8
Victor Wembanyama,9,Member,8
Dominick Barlow,9,Member,8
Colby Jones,9,Member,8
Isaac Jones,9,Member,8
Riley Minix,9,Member,8
Stephon Castle,9,Member,8
Harrison Ingram,9,Member,8
Devin Carter,9,Member,8
Nique Clifford,9,Member,8
Dylan Harper,9,Member,8
Maxime Raynaud,9,Member,8
David Jones García,9,Member,8
Dylan Cardwell,9,Member,8
Carter Bryant,9,Member,8
Mikal Bridges,10,Core,9
Devin Booker,10,Core,9
Dennis Schröder,10,Core,9
Cameron Johnson,10,Core,9
Bismack Biyombo,10,Core,9
Deandre Ayton,10,Member,9
Chris Paul,10,Member,9
Nic Claxton,10,Member,9
Dario Šarić,10,Member,9
Landry Shamet,10,Member,9
Day'Ron Sharpe,10,Member,9
Cam Thomas,10,Member,9
Trendon Watford,10,Member,9
Noah Clowney,10,Member,9
Jalen Wilson,10,Member,9
Tosan Evbuomwan,10,Member,9
Tyrese Martin,10,Member,9
E.J. Liddell,10,Member,9
Tyson Etienne,10,Member,9
Drew Timme,10,Member,9
Egor Dёmin,10,Member,9
Danny Wolf,10,Member,9
Nolan Traoré,10,Member,9
Ben Saraf,10,Member,9
Drake Powell,10,Member,9
Shai Gilgeous-Alexander,11,Core,10
Luguentz Dort,11,Core,10
Kenrich Williams,11,Core,10
Alex Caruso,11,Core,10
Aaron Wiggins,11,Core,10
Isaiah Joe,11,Member,10
Jaylin Williams,11,Member,10
Ousmane Dieng,11,Member,10
Jalen Williams,11,Member,10
Tre Mann,11,Member,10
Isaiah Hartenstein,11,Member,10
Josh Giddey,11,Member,10
Lindy Waters III,11,Member,10
Chet Holmgren,11,Member,10
Cason Wallace,11,Member,10
Jeremiah Robinson-Earl,11,Member,10
Ajay Mitchell,11,Member,10
Branden Carlson,11,Member,10
Chris Youngblood,11,Member,10
Brooks Barnhizer,11,Member,10
Stephen Curry,12,Core,11
Draymond Green,12,Core,11
Kevon Looney,12,Core,11
Klay Thompson,12,Core,11
Andrew Wiggins,12,Core,11
Gary Payton II,12,Member,11
Harrison Barnes,12,Member,11
De'Aaron Fox,12,Member,11
Marvin Bagley III,12,Member,11
Jonathan Kuminga,12,Member,11
Moses Moody,12,Member,11
Buddy Hield,12,Member,11
Jordan Poole,12,Member,11
Trayce Jackson-Davis,12,Member,11
Brandin Podziemski,12,Member,11
Pat Spencer,12,Member,11
Gui Santos,12,Member,11
Quinten Post,12,Member,11
Will Richard,12,Member,11
Jimmy Butler,13,Core,12
Bam Adebayo,13,Core,12
Tyler Herro,13,Core,12
Duncan Robinson,13,Core,12
Thomas Bryant,13,Core,12
Caleb Martin,13,Member,12
Gabe Vincent,13,Member,12
Dru Smith,13,Member,12
Nikola Jović,13,Member,12
Davion Mitchell,13,Member,12
Orlando Robinson,13,Member,12
Jaime Jaquez Jr.,13,Member,12
Jamal Cain,13,Member,12
Keshad Johnson,13,Member,12
Pelle Larsson,13,Member,12
Kel'el Ware,13,Member,12
Jahmir Young,13,Member,12
Myron Gardner,13,Member,12
